u,index,original,predicted_stage3,stage4_valid,reduced_tokens,text
2,2944,0,1,0,caps text caps caps text caps text caps text caps text caps text caps,QUIZÁS SI TE DESPIERTAS ANTES DE COGER A LOS 3 ESTO NO SERÍA UN PROBLEMA.
2,2946,0,1,0,caps caps text caps caps caps text caps caps,LAS OREOS DE FUDGE BLANCAS ESTÁN EN LAS TIENDAS
2,2958,1,1,0,text money text contact,¡Especial del Día de San Valentín! ¡Gana más de £1000 en nuestro cuestionario y lleva a tu pareja al viaje de su vida! Envíe GO al 83600 ahora. 150p/mensaje grabado. Atención al cliente: 08718720201.
2,2962,1,1,0,text contact text,"Hace tiempo que no sé nada de U4. Llámame ahora, estoy aquí toda la noche solo con las bragas puestas. Hazme rogar por ello como lo hiciste la última vez 01223585236 XX Luv Nikiyu4.net"
2,2963,0,1,0,text caps caps caps text caps,Nunca intentes solo tomar el peso de una lágrima que sale de tu corazón y cae por tus ojos... Recuerda siempre que un AMIGO ESTÚPIDO está aquí para compartir... BSLVYL
2,2966,1,1,0,text contact text,100 llamada de servicio de citas; l 09064012103 box334sk38ch
2,2976,0,1,0,text caps caps text caps text,"Envía tu fecha de nacimiento con mes y año, te diré el nombre de tu COMPAÑERO DE VIDA. y el método de cálculo. La respuesta debe."
2,2979,1,1,0,text caps caps text contact text,Intentamos llamarte para responder a nuestro sms para un video móvil 750 minutos TEXTO ILIMITADO + videocámara gratis Respuesta de llamada 08000930705 Ahora
2,2981,1,1,0,text contact text caps text contact text,<Reenviado desde 21870000>Hola: esta es la alerta SMS de mensajería de buzón. Tienes 4 mensajes. Tienes 21 coincidencias. Vuelva a llamar al 09056242159 para recuperar sus mensajes y coincidencias.
2,2984,0,1,0,caps caps text caps text caps caps text caps text caps caps caps caps text caps caps text caps caps text caps caps text,"HOLA DARLIN, TE EXTRAÑO ESPERO QUE LA ESTÉS PASANDO BIEN. CUANDO VOLVERES Y A QUE HORA SI PUEDES LLAMARME A CASA. JESS XX"
2,3007,1,1,0,text caps text caps text caps text contact text,"¡Urgente URGENTE! Tenemos 800 vuelos GRATIS a Europa para regalar, llama a B4 el 10 de septiembre y llévate a un amigo 4 GRATIS. Llame ahora para reclamar al 09050000555. BA128NNFWFLY150ppm"
2,3015,1,1,0,caps text caps text caps text money text contact,"¡USTED HA GANADO! Como valioso cliente de Vodafone, nuestro ordenador le ha elegido a USTED para ganar un premio de £150. Coleccionar es fácil. Solo llama al 09061743386"
2,3017,1,1,0,text contact text caps text money text,"Las ofertas para miembros de SavaMob de esta semana ya están disponibles. ¡Simplemente llame al 08709501522 para obtener más detalles! SavaMob, POBOX 139, LA3 2WU. Sólo £1,50/semana. SavaMob: ¡ofrece dispositivos móviles!"
2,3026,0,1,0,text caps caps caps caps text caps text,&lt;#&gt; ISH MINUTOS FUERON HACE 5 MINUTOS. Qué carajo.
2,3027,1,1,0,text money text contact text money text,"Knock Knock Txt cuyo número es 80082 para participar en un sorteo semanal, 4 un vale de regalo de £250 4 una tienda de su elección. Términos y condiciones www.tkls.com 16 años hasta detenertxtstopå£1,50/semana"
2,3051,1,1,0,text caps text caps text contact text caps text,Chat duro LIVE 121 a solo 60p/min. Elige a tu chica y conéctate EN VIVO. Llama ahora al 09094646899! El servicio en vivo más grande de Cheap Chat UK. VU BCM1896WC1N3XX
2,3058,1,1,0,caps text caps text contact text,¡URGENTE! Su número de móvil ha recibido un premio de £ 2000 GARANTIZADO. Llamar al 09058094455 desde teléfono fijo. Reclamo 3030. Válido solo 12 horas
2,3063,1,1,0,caps text contact money text,"¡GRATIS2DAY foto sexy de Jordania del Día de San Jorge! Envía foto con texto al 89080. ¡No te lo pierdas, luego cada semana una celebridad atrevida! 4 fotos más c PocketBabe.co.uk 0870241182716 å£3/semana"
2,3073,1,1,0,text caps caps text caps text,¡No hay 1 tono POLIFÓNICO en tu mafia cada semana! Simplemente envíe un mensaje de texto con PT2 al 87575. ¡Primer tono GRATIS! Así que envíanos un mensaje de texto ahora y cuéntaselo a tus amigos. 150p/tono. 16 respuesta HL 4info
2,3075,0,1,0,text caps caps caps,muy lindo ESE BEBÉ GENIAL
2,3080,1,1,0,text contact text caps text caps text,"¡Urgente! Llame al 09066612661 desde su teléfono fijo, sus vacaciones de cortesía en Lux Costa del Sol 4* o £ 1000 en EFECTIVO en espera de ser recogido. ppm 150 Términos y condiciones de SAE James 28, EH74RR"
2,3086,1,1,0,text caps text caps text contact,"Su cuenta ha sido acreditada con 500 mensajes de texto GRATIS. Para activar, simplemente envíe un mensaje de texto con la palabra: CRÉDITO al número: 80488 Términos y condiciones www.80488.biz"
2,3093,1,1,0,text contact caps text,¡Has sido especialmente seleccionado para recibir un premio de 2000 libras! Llama al 08712402050 ANTES de que cierren las líneas. Cuesta 10 ppm. 16+. Se aplican términos y condiciones. Promoción AG
2,3111,1,1,0,text caps caps text caps,88066 DE 88066 AYUDA PERDIDA DE 3 LIBRAS
2,3114,1,1,0,caps text contact text contact text,¡PRIVADO! Su estado de cuenta de 2004 para 078498****7 muestra 786 puntos de bonificación no canjeados. Para reclamar llamar al 08719180219 Código Identificador: 45239 Vence el 05.06.05
2,3118,1,1,0,text caps text contact text,"¿Quieres mejorar tu teléfono con un nuevo tono semanal? Responde TONES2U 2 a este mensaje de texto. www.ringtones.co.uk, el mejor y original. Se aplican tarifas de operador de red de Tones 3GBP"
2,3131,1,1,0,contact caps text caps text contact text,09066362231 ¡URGENTE! ¡Su móvil número 07xxxxxxxxx ganó un premio adicional de £ 2000 para quien llamó el 06/02/03! ¡Este es el segundo intento de comunicarnos con USTED! llama al 09066362231 lo antes posible!
2,3132,1,1,0,text caps text caps text caps text contact,"Entrada GRATUITA a nuestro concurso semanal de £ 250, simplemente envíe un mensaje de texto con la palabra WIN al 80086 AHORA. 18 Términos y condiciones www.txttowin.co.uk"
2,3142,1,1,0,text caps text caps caps text,¡Lo siento! Aún no puedes cancelar la suscripción. El paquete de oferta MOB tiene un plazo mínimo de 54 semanas> vuelva a enviar la solicitud después de la expiración. Responder THEMOB AYUDA 4 más información
2,3146,1,1,0,text caps caps text contact text,Intentamos llamarte para responder a nuestro sms para un video móvil 750 minutos TEXTO ILIMITADO videocámara gratis Responde o llama ahora 08000930705 Del jueves
2,3184,1,1,0,text caps caps text money text contact text,"Ha sido seleccionado para alojarse en 1 de los 250 mejores hoteles británicos, ¡PARA NADA! ¡Vacaciones valoradas en £350! Marca al 08712300220 para reclamar - Llamada a Tarifa Nacional. Bx526, SW73SS"
2,3195,0,1,0,text caps text caps caps,¿A QUIÉN ESTAS VIENDO?
2,3197,1,1,0,text money text money,Gana un premio en efectivo de £1000 o un premio por valor de £5000
2,3266,1,1,0,caps caps caps text caps text caps text caps text,SUBASTA POR SMS - ¡UN NUEVO Nokia 7250 ha subido 4ª subasta hoy! ¡La subasta es GRATIS! ¡Únase y participe! ¡Envía NOKIA al 86021 ahora!
2,3268,0,1,0,caps text caps caps,VUELVE A TAMPA FFFFUUUUUUU
2,3270,1,1,0,text money text contact text,"¡La oferta de hoy! ¡Reclama tus vales de descuento por valor de £150! ¡Envíe SÍ al 85023 ahora! SavaMob, ¡el miembro ofrece dispositivos móviles! T Cs 08717898035. £ 3,00 Sub. dieciséis . Respuesta del sudes X"
2,3276,1,1,0,text contact text caps text,"¡Felicitaciones! El pase de cine especial de 1 año para 2 es tuyo. llama al 09061209465 ahora! C Suprman V, Matrix3, StarWars3, etc. ¡los 4 GRATIS! bx420-ip4-5we. 150 h. ¡No te lo pierdas!"
2,3281,1,1,0,caps text money text contact text caps text caps text money text,"¡¡URGENTE!! Sus vacaciones de 4* en la Costa del Sol o å£5000 esperan ser recogidas. Llama al 09050090044 Ahora para Reclamar. SAE, TC s, POBox334, Stockport, SK38xh, Coste £1,50/pm, Max10mins"
2,3286,1,1,0,text money text,83039 62735=å£450 Se aplican los términos y condiciones de los cupones de alojamiento para vacaciones en el Reino Unido. 2 reclamo debe proporcionar su número de reclamo que es 15541
2,3294,0,1,0,text caps caps text caps caps caps caps caps text caps text,¿Y? ¿DÓNDE ESTÁS EN DOGBREATH? ¡¡¡SOLO SUENA COMO JAN C ESO ES AL!!!!!!!!!
2,3301,1,1,0,text contact text,25p 4 La canción Children in Need de Alfie Moon en tu mafia. Dile a tus m8. Txt Tone organización benéfica al 8007 para Nokia o Poly organización benéfica para polis: zed 08701417012 beneficio 2 organización benéfica.
2,3309,1,1,0,caps text caps text caps caps text caps text caps text caps text caps text caps caps text caps caps text caps caps caps caps caps caps caps caps caps caps caps caps,INFORMACIÓN URGENTE E IMPORTANTE PARA EL USUARIO DE O2. ¡HOY ES TU DIA DE SUERTE! 2 DESCUBRA POR QUÉ INICIAR SESIÓN EN HTTP://WWW.URAWINNER.COM HAY UNA FANTÁSTICA SORPRESA ESPERANDO PARA USTED
2,3314,1,1,0,text money text caps,"¡Vamos nena, ponme cachonda, *extiéndeme*! Envíame un mensaje de texto con tu fantasía ahora, nena -) Estoy caliente, pegajosa y te necesito ahora. Todas las respuestas cuestan £1,50. 2 cancelar enviar PARAR"
2,3318,0,1,0,caps caps text caps text caps caps caps text caps text caps caps caps text caps caps text caps caps text caps caps text caps caps caps caps text caps caps text caps text caps caps,"HOLA HERMOSA, ¿CÓMO ESTÁS? MI TELÉFONO ESTABA A CARGO LA ÚLTIMA HOY CUANDO ME ENVÍASTE UN TEXTO. ESPERO UN BUEN FIN DE SEMANA COMO ESTOY SEGURO DE QUE MIRASTE 4WARD 2 C-IN U 2MRW LUV JAZ"
2,3319,1,1,0,text money text caps text contact text contact text,"Para tener la oportunidad de ganar una compra semanal de £250, envíe un mensaje de texto: COMPRAR al 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/semana"
2,3326,1,1,0,text contact text contact,"¡Papá Noel llamando! ¿A tus pequeños les gustaría recibir una llamada de Nochebuena? Llama al 09077818151 para reservar tu hora. Llamadas 1,50 ppm últimos 3 minutos 30 segundos T&C www.santacalling.com"
2,3342,1,1,0,text caps text contact text,"Bienvenido a UK-mobile-date, este mensaje es GRATUITO y le permite llamar gratis al 08719839835. Los mensajes futuros se facturan a 150 peniques diarios. Para cancelar envíe \go stop\"" al 89123"""
2,3344,0,1,0,text caps text caps caps text,"febrero &lt;#&gt; es el día de \TE AMO\"". Envía esto a todos tus \""FRNDS VALORADOS\"", incluso a mí. ¡Si 3 regresa, te casarás con la persona que amas! Si ignoras esto, perderás tu amor 4 años"""
2,3349,1,1,0,caps text caps text caps text,"¡SEIS oportunidades de ganar EFECTIVO! De 100 a 20 000 libras txt> CSH11 y envío al 87575. Costo 150 p/día, 6 días, se aplican más de 16 TsandC Responder HL 4 info"
2,3355,1,1,0,text contact text,"¡Se le premia con una cámara digital SiPix! llamar al 09061221061 desde teléfono fijo. Entrega en 28 días. Caja T Cs177. M221BP. Garantía de 2 años. 150 ppm. dieciséis . p på3,99€"
2,3364,1,1,0,text contact,"Como cliente valioso, me complace informarle que, después de una revisión reciente de su número de Mob, recibirá un premio de bonificación de £ 1500, llame al 09066368470."
2,3370,0,1,0,text caps text caps caps text,"Cuídate y duerme bien. Necesitas aprender a cambiar en la vida. Solo necesitas CONVENCER de eso. Esperaré, pero no habrá más conversaciones entre nosotros. CONVÉNCIATE para ese momento. Tu familia ha terminado para ti en muchos sentidos. respétalos pero no les des demasiado énfasis. O no tienes ningún papel en mi vida."
2,3377,1,1,0,text caps text caps text contact text contact,Entrada gratuita para la primera semana 2 TEXTPOD 4 una oportunidad 2 gana un iPod de 40 GB o £ 250 en efectivo cada semana. Envíe un mensaje de texto POD al 84128 Ts&Cs www.textpod.net custcare 08712405020.
2,3386,1,1,0,text contact caps text contact text,<Reenviado desde 448712404000> LLAME al 08712404000 inmediatamente ya que hay un mensaje urgente esperándolo.
2,3397,1,1,0,text caps caps caps text caps text,"Llame a nuestro representante de servicio al cliente al TELÉFONO GRATUITO 0808 145 4742 entre las 9 a. m. y las 11 p. m., ya que HA GANADO un premio garantizado de £ 1000 en efectivo o £ 5000."
2,3407,1,1,0,text contact,Tienes 1 mensaje nuevo. Llama al 0207-083-6089
2,3409,0,1,0,text caps caps caps caps caps,"El signo de madurez no es cuando empezamos a decir grandes cosas.. Pero en realidad sí lo es, cuando empezamos a comprender las pequeñas cosas... *TENGA UNA BUENA TARDE* BSLVYL"
2,3414,1,1,0,caps text caps text caps text,"¡SEIS oportunidades de ganar EFECTIVO! De 100 a 20 000 libras txt> CSH11 y envío al 87575. Costo 150 p/día, 6 días, se aplican más de 16 TsandC Responder HL 4 info"
2,3416,1,1,0,text contact text contact text,Llama al 09095350301 y envía a nuestras chicas al éxtasis erótico. Sólo 60p/min. Para detener los mensajes de texto llame al 08712460324 (tarifa nat)
2,3421,1,1,0,text contact text,¡Nuestro Servicio de Citas te está contactando alguien que conoces! Para saber quién es llama desde tu móvil o fijo 09064017305 PoBox75LDNS7
2,3438,1,1,0,caps caps text money text caps text contact text,¡GANAR URGENTE! Tu número de móvil ha recibido un premio de £2000. Llamada GARANTIZADA al 09061790121 desde teléfono fijo. Reclame 3030 válido solo 12 horas 150 ppm
2,3441,0,1,0,text caps text caps text caps caps text caps text caps text caps text,"Di esto lentamente. DIOS, TE AMO &amp; TE NECESITO, LIMPIA MI CORAZÓN CON TU SANGRE. Envía esto a Diez personas especiales &amp; Eres un milagro mañana, hazlo, por favor, por favor hazlo..."
2,3451,1,1,0,text caps text contact,"Gracias por su pedido de tonos de llamada, referencia T91. Se le cobrarán 4 GBP por semana. Puedes darte de baja en cualquier momento llamando a atención al cliente al 09057039994"
2,3455,1,1,0,text contact text caps,"Última oportunidad para reclamar vales de descuento por valor de £ 150: envíe un mensaje de texto con SÍ al 85023 ahora. El miembro de SavaMob ofrece T C móviles 08717898035. £ 3,00 Sub. dieciséis . Eliminar txt X o DETENER"
2,3459,1,1,0,text contact text,"Tienes un admirador secreto que está buscando, ponte en contacto con U, descubre quién es, revela quién piensa que eres tan especial, llama al 09065171142-stopsms-08718727870150ppm."
2,3471,1,1,0,text money text contact text,"Los números de Voda de hoy que terminan en 7548 son seleccionados para recibir un premio de $350. Si tiene una coincidencia, llame al 08712300220 citando el código de reclamo 4041 aplicación de tarifas estándar"
2,3478,1,1,0,caps text contact money text,"¡GRATIS2DAY foto sexy de Jordania del Día de San Jorge! Envía foto con texto al 89080. ¡No te lo pierdas, luego cada semana una celebridad atrevida! 4 fotos más c PocketBabe.co.uk 0870241182716 å£3/semana"
2,3481,1,1,0,text contact text contact,Aquí tienes tu código de descuento RP176781. Para detener más mensajes responda detener. www.regalportfolio.co.uk. Atención al cliente 08717205546
2,3485,1,1,0,text contact text caps,"Ha ganado un premio garantizado de £ 200 o incluso £ 1000 en efectivo para reclamar el premio UR, llame gratis al 08000407165 (18+) 2 paradas, getstop al 88222 PHP"
2,3488,1,1,0,text contact,"Tienes un admirador secreto que está buscando, ponte en contacto con él, descubre quién es, revela quién piensa que eres tan especial, llama al 09058094599."
2,3489,0,1,0,caps caps caps caps caps caps caps text caps caps text,"MIRA AMY URE UNA MUJER HERMOSA, INTELIGENTE Y ME GUSTA MUCHO. Sé que no te gusto así, así que no te preocupes."
2,3513,1,1,0,caps contact text money text caps text caps caps text,"USTED 07801543489 tiene garantizado el último teléfono Nokia, un reproductor iPod MP3 de 40 GB o un premio de £500. Palabra de texto:RECOGER al No:83355! TC-LLC NY-EE.UU. 150p/Mt msgrcvd18+"
2,3534,1,1,0,text caps text contact,"Felicitaciones, recibió 500 vales de CD o 125 obsequios garantizados y entrada gratuita. 2 sorteos semanales de 100 mensajes de texto de MÚSICA a 87066 TnC www.Ldew.com1win150ppmx3age16"
2,3541,1,1,0,text contact text,"Su saldo de efectivo es actualmente de 500 libras; para maximizar su ingreso de efectivo, envíe GO al 86688 solo 150 peniques/meg. CC: 08718720201 HG/Suite342/2lands Row/W1j6HL"
2,3542,1,1,0,text contact text contact,"Bears Pic Nick, y Tom, Pete y... Dick. De hecho, todos los tipos prueban el chat gay con carga de fotos llamando al 08718730666 (10p/min). 2 paradas de textos llama al 08712460324"
2,3549,1,1,0,caps text caps text caps contact text,"\¡URGENTE! ¡Este es el segundo intento de contactarte! Has GANADO £ 1000 LLAMADA 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. máximo £ 7. 50\"""""
